Date,Open,High,Low,Close,Adj Close,Volume
2018-04-17,44.122501,44.735001,44.102501,44.560001,42.918427,106421600
2018-04-18,44.452499,44.705002,44.220001,44.459999,42.822105,83018000
2018-04-19,43.439999,43.8475,43.165001,43.200001,41.608532,139235200
2018-04-20,42.650002,42.805,41.357498,41.43,39.903744,261964400
2018-04-23,41.7075,41.73,41.022499,41.310001,39.788155,146062000
2018-04-24,41.4175,41.5825,40.305,40.735001,39.234344,134768000
2018-04-25,40.654999,41.355,40.602501,40.912498,39.405293,113528400
2018-04-26,41.029999,41.432499,40.842499,41.055,39.542557,111852000
2018-04-27,41,41.0825,40.157501,40.580002,39.085056,142623200
2018-04-30,40.532501,41.814999,40.459999,41.314999,39.792973,169709600
2018-05-01,41.602501,42.299999,41.317501,42.275002,40.717613,214277600
2018-05-02,43.807499,44.4375,43.450001,44.142502,42.516315,266157600
2018-05-03,43.970001,44.375,43.610001,44.2225,42.593361,136272800
2018-05-04,44.5625,46.0625,44.5425,45.9575,44.264439,224805200
2018-05-07,46.294998,46.9175,46.1875,46.290001,44.584698,169805600
2018-05-08,46.247501,46.555,45.9175,46.512501,44.799004,113611200
2018-05-09,46.637501,46.849998,46.305,46.84,45.114437,92844800
2018-05-10,46.935001,47.592499,46.912498,47.509998,45.75975,111957200
2018-05-11,47.372501,47.514999,46.862499,47.147499,45.585712,104848800
2018-05-14,47.252499,47.3825,46.965,47.037498,45.479355,83115200
2018-05-15,46.695,46.767502,46.275002,46.610001,45.066021,94780800
2018-05-16,46.517502,47.115002,46.5,47.044998,45.48661,76732400
2018-05-17,47,47.227501,46.59,46.747501,45.198963,69176000
2018-05-18,46.797501,46.952499,46.532501,46.577499,45.034599,73190800
2018-05-21,47,47.317501,46.727501,46.907501,45.353672,73603200
2018-05-22,47.095001,47.220001,46.695,46.790001,45.240063,60962800
2018-05-23,46.587502,47.125,46.439999,47.09,45.530121,80233600
2018-05-24,47.192501,47.209999,46.552502,47.037498,45.479355,92936000
2018-05-25,47.057499,47.412498,46.912498,47.145,45.583298,69844000
2018-05-29,46.900002,47.1875,46.717499,46.974998,45.418922,90056400
2018-05-30,46.93,47,46.695,46.875,45.322235,74762000
2018-05-31,46.805,47.057499,46.535,46.717499,45.16996,109931200
2018-06-01,46.997501,47.564999,46.9375,47.560001,45.984558,93770000
2018-06-04,47.91,48.355,47.837502,47.9575,46.368881,105064800
2018-06-05,48.267502,48.485001,48.09,48.327499,46.726624,86264000
2018-06-06,48.407501,48.52,47.98,48.494999,46.888577,83734400
2018-06-07,48.535,48.549999,48.084999,48.365002,46.762878,85388800
2018-06-08,47.7925,48,47.442501,47.924999,46.337463,106627200
2018-06-11,47.837502,47.9925,47.552502,47.807499,46.223854,73234000
2018-06-12,47.8475,48.1525,47.787498,48.07,46.47765,67644400
2018-06-13,48.105,48.220001,47.610001,47.674999,46.095737,86553600
2018-06-14,47.887501,47.892502,47.555,47.700001,46.119915,86440400
2018-06-15,47.5075,47.540001,47.064999,47.209999,45.646137,246876800
2018-06-18,46.970001,47.305,46.799999,47.185001,45.621964,73939600
2018-06-19,46.285,46.5825,45.862499,46.422501,44.884731,134314000
2018-06-20,46.587502,46.799999,46.432499,46.625,45.080524,82514800
2018-06-21,46.8125,47.087502,46.235001,46.365002,44.82914,102847600
2018-06-22,46.529999,46.537498,46.174999,46.23,44.698605,108801600
2018-06-25,45.849998,46.23,45.182499,45.5425,44.033878,126652400
2018-06-26,45.747501,46.6325,45.634998,46.107498,44.580158,98276800
2018-06-27,46.307499,46.82,46.0075,46.040001,44.514896,101141200
2018-06-28,46.025002,46.552502,45.950001,46.375,44.838802,69460800
2018-06-29,46.572498,46.797501,45.727501,46.2775,44.744537,90950800
2018-07-02,45.955002,46.825001,45.855,46.794998,45.244896,70925200
2018-07-03,46.947498,46.987499,45.884998,45.98,44.45689,55819200
2018-07-05,46.314999,46.602501,46.07,46.349998,44.814629,66416800
2018-07-06,46.355,47.107498,46.299999,46.9925,45.435848,69940800
2018-07-09,47.375,47.669998,47.325001,47.645,46.06673,79026400
2018-07-10,47.677502,47.82,47.544998,47.587502,46.011139,63756400
2018-07-11,47.125,47.445,46.9025,46.970001,45.414093,75326000
2018-07-12,47.3825,47.852501,47.327499,47.7575,46.175507,72164400
2018-07-13,47.77,47.959999,47.724998,47.8325,46.248024,50055600
2018-07-16,47.880001,48.162498,47.605,47.727501,46.146507,60172400
2018-07-17,47.4375,47.967499,47.299999,47.862499,46.277035,62138000
2018-07-18,47.945,47.950001,47.482498,47.599998,46.023224,65573600
2018-07-19,47.422501,48.137501,47.422501,47.970001,46.38097,81147200
2018-07-20,47.945,48.107498,47.5425,47.860001,46.274609,82704800
2018-07-23,47.669998,47.990002,47.389999,47.9025,46.315697,63957600
2018-07-24,48.112499,48.415001,48.012501,48.25,46.651688,74791600
2018-07-25,48.264999,48.712502,48.107498,48.705002,47.091614,66839600
2018-07-26,48.6525,48.990002,48.4025,48.552502,46.944168,76304000
2018-07-27,48.747501,48.797501,47.525002,47.744999,46.163422,96096000
2018-07-30,47.974998,48.049999,47.267502,47.477501,45.904778,84118000
2018-07-31,47.575001,48.035,47.334999,47.572498,45.996632,157492000
2018-08-01,49.782501,50.439999,49.327499,50.375,48.706295,271742800
2018-08-02,50.145,52.095001,50.087502,51.8475,50.130024,249616000
2018-08-03,51.7575,52.185001,51.369999,51.997501,50.275055,133789600
2018-08-06,52,52.3125,51.767502,52.267502,50.536114,101701600
2018-08-07,52.330002,52.375,51.689999,51.7775,50.06234,102349600
2018-08-08,51.512501,51.952499,51.130001,51.8125,50.096188,90102000
2018-08-09,52.3825,52.445,51.799999,52.220001,50.490185,93970400
2018-08-10,51.84,52.275002,51.6675,51.8825,50.33979,98444800
2018-08-13,52.327499,52.737499,51.924999,52.217499,50.664829,103563600
2018-08-14,52.540001,52.639999,52.064999,52.4375,50.878296,82992000
2018-08-15,52.305,52.685001,52.0825,52.560001,50.99715,115230400
2018-08-16,52.9375,53.452499,52.8675,53.330002,51.744251,114001600
2018-08-17,53.360001,54.487499,53.290001,54.395,52.777592,141708000
2018-08-20,54.525002,54.794998,53.7775,53.865002,52.263344,121150800
2018-08-21,54.200001,54.297501,53.5075,53.759998,52.161461,104639200
2018-08-22,53.525002,54.09,53.459999,53.762501,52.163895,76072400
2018-08-23,53.662498,54.262501,53.650002,53.872501,52.270622,75532800
2018-08-24,54.150002,54.224998,53.7775,54.040001,52.433147,73905600
2018-08-27,54.287498,54.685001,54.0825,54.485001,52.864918,82100400
2018-08-28,54.752499,55.134998,54.73,54.924999,53.291824,91107200
2018-08-29,55.037498,55.872501,54.852501,55.744999,54.087444,109019200
2018-08-30,55.8125,57.064999,55.599998,56.2575,54.584709,195175200
2018-08-31,56.627499,57.217499,56.5,56.907501,55.215378,173360400
2018-09-04,57.102501,57.294998,56.657501,57.09,55.392456,109560400
2018-09-05,57.247501,57.4175,56.275002,56.717499,55.031029,133332000
2018-09-06,56.557499,56.837502,55.325001,55.775002,54.116558,137160000
2018-09-07,55.462502,56.342499,55.177502,55.325001,53.679935,150479200
2018-09-10,55.237499,55.462502,54.1175,54.5825,52.959511,158066000
2018-09-11,54.502499,56.075001,54.139999,55.962502,54.298481,142996000
2018-09-12,56.235001,56.25,54.959999,55.267502,53.624142,197114800
2018-09-13,55.880001,57.087502,55.642502,56.602501,54.919445,166825600
2018-09-14,56.4375,56.709999,55.630001,55.959999,54.296047,127997200
2018-09-17,55.537498,55.737499,54.317501,54.470001,52.850361,148780400
2018-09-18,54.447498,55.462502,54.279999,54.560001,52.937675,126286800
2018-09-19,54.625,54.904999,53.825001,54.592499,52.969212,108495200
2018-09-20,55.060001,55.57,54.787498,55.0075,53.371872,106435200
2018-09-21,55.195,55.34,54.322498,54.415001,52.796997,384986800
2018-09-24,54.205002,55.314999,54.157501,55.197498,53.556225,110773600
2018-09-25,54.9375,55.705002,54.924999,55.547501,53.895813,98217600
2018-09-26,55.25,55.9375,54.939999,55.105,53.46648,95938800
2018-09-27,55.955002,56.610001,55.884998,56.237499,54.565292,120724800
2018-09-28,56.197498,56.459999,56.005001,56.435001,54.756927,91717600
2018-10-01,56.987499,57.355,56.587502,56.814999,55.125626,94403200
2018-10-02,56.8125,57.5,56.657501,57.32,55.615608,99152800
2018-10-03,57.512501,58.3675,57.445,58.017502,56.292374,114619200
2018-10-04,57.695,58.087502,56.682499,56.997501,55.302704,128168000
2018-10-05,56.990002,57.102501,55.145,56.072498,54.405209,134322000
2018-10-08,55.552502,56.200001,55.049999,55.942501,54.279079,118655600
2018-10-09,55.91,56.817501,55.5625,56.717499,55.031029,107564000
2018-10-10,56.365002,56.587502,54.012501,54.09,52.481659,167962400
2018-10-11,53.630001,54.875,53.080002,53.612499,52.018353,212497600
2018-10-12,55.105,55.720001,54.209999,55.5275,53.876411,161351600
2018-10-15,55.290001,55.4575,54.317501,54.34,52.72422,123164000
2018-10-16,54.732498,55.747501,54.189999,55.537498,53.886112,116736000
2018-10-17,55.575001,55.66,54.834999,55.297501,53.653248,91541600
2018-10-18,54.465,54.935001,53.25,54.005001,52.399181,130325200
2018-10-19,54.514999,55.314999,54.357498,54.827499,53.19722,132314800
2018-10-22,54.947498,55.84,54.735001,55.162498,53.52227,115168400
2018-10-23,53.9575,55.8125,53.674999,55.682499,54.026798,155071200
2018-10-24,55.650002,56.057499,53.634998,53.772499,52.173595,163702000
2018-10-25,54.427502,55.345001,54.1875,54.950001,53.316082,119423200
2018-10-26,53.974998,55.047501,53.1675,54.075001,52.467102,189033600
2018-10-29,54.797501,54.922501,51.522499,53.060001,51.482285,183742000
2018-10-30,52.787498,53.794998,52.317501,53.325001,51.739403,146640000
2018-10-31,54.220001,55.112499,54.154999,54.715,53.088074,153435600
2018-11-01,54.762501,55.59,54.202499,55.555,53.903095,233292800
2018-11-02,52.387501,53.412498,51.357498,51.869999,50.327675,365314800
2018-11-05,51.075001,51.0975,49.5425,50.397499,48.898945,264654800
2018-11-06,50.48,51.18,50.422501,50.942501,49.427746,127531600
2018-11-07,51.4925,52.514999,51.032501,52.487499,50.926807,133697600
2018-11-08,52.494999,52.529999,51.6875,52.122501,50.749123,101450400
2018-11-09,51.387501,51.502499,50.5625,51.1175,49.770596,137463200
2018-11-12,49.75,49.962502,48.447498,48.5425,47.263443,204542000
2018-11-13,47.907501,49.294998,47.862499,48.057499,46.791222,187531600
2018-11-14,48.474998,48.619999,46.482498,46.700001,45.469494,243204000
2018-11-15,47.0975,47.9925,46.724998,47.852501,46.591629,185915200
2018-11-16,47.625,48.7425,47.365002,48.3825,47.107662,147713200
2018-11-19,47.5,47.674999,46.247501,46.465,45.240688,167701200
2018-11-20,44.592499,45.3675,43.877499,44.244999,43.079178,271300800
2018-11-21,44.932499,45.067501,44.137501,44.195,43.030499,124496800
2018-11-23,43.735001,44.150002,43.025002,43.072498,41.937576,94496000
2018-11-26,43.560001,43.737499,42.564999,43.654999,42.504726,179994000
2018-11-27,42.877499,43.692501,42.720001,43.560001,42.412231,165549600
2018-11-28,44.182499,45.322498,43.732498,45.235001,44.043098,184250000
2018-11-29,45.665001,45.700001,44.424999,44.887501,43.704758,167080000
2018-11-30,45.072498,45.0825,44.2575,44.645,43.468647,158126000
2018-12-03,46.115002,46.235001,45.302502,46.205002,44.987534,163210000
2018-12-04,45.237499,45.5975,44.067501,44.172501,43.008591,165377200
2018-12-06,42.939999,43.695,42.605,43.68,42.529068,172393600
2018-12-07,43.372501,43.622501,42.075001,42.122501,41.012604,169126400
2018-12-10,41.25,42.522499,40.8325,42.400002,41.282795,248104000
2018-12-11,42.915001,42.947498,41.75,42.157501,41.046688,189126800
2018-12-12,42.599998,42.98,42.255001,42.275002,41.161091,142510800
2018-12-13,42.622501,43.142502,42.387501,42.737499,41.611404,127594400
2018-12-14,42.25,42.27,41.32,41.369999,40.279934,162814800
2018-12-17,41.362499,42.087502,40.682499,40.985001,39.905083,177151600
2018-12-18,41.345001,41.8825,41.0975,41.517502,40.42355,135366000
2018-12-19,41.5,41.862499,39.772499,40.2225,39.162666,196189200
2018-12-20,40.099998,40.5275,38.825001,39.2075,38.174412,259092000
2018-12-21,39.215,39.540001,37.407501,37.682499,36.689594,382978400
2018-12-24,37.037498,37.887501,36.647499,36.7075,35.74028,148676800
2018-12-26,37.075001,39.307499,36.68,39.2925,38.257172,234330000
2018-12-27,38.959999,39.192501,37.517502,39.037498,38.008892,212468400
2018-12-28,39.375,39.630001,38.637501,39.057499,38.02837,169165600
2018-12-31,39.6325,39.84,39.119999,39.435001,38.39592,140014000
2019-01-02,38.7225,39.712502,38.557499,39.48,38.439735,148158800
2019-01-03,35.994999,36.43,35.5,35.547501,34.610851,365248800
2019-01-04,36.1325,37.137501,35.950001,37.064999,36.088364,234428400
2019-01-07,37.174999,37.2075,36.474998,36.982498,36.008041,219111200
2019-01-08,37.389999,37.955002,37.130001,37.6875,36.694466,164101200
2019-01-09,37.822498,38.6325,37.407501,38.327499,37.3176,180396400
2019-01-10,38.125,38.4925,37.715,38.450001,37.436874,143122800
2019-01-11,38.220001,38.424999,37.877499,38.072498,37.069317,108092800
2019-01-14,37.712502,37.817501,37.305,37.5,36.511906,129756800
2019-01-15,37.567501,38.3475,37.512501,38.267502,37.259186,114843600
2019-01-16,38.27,38.970001,38.25,38.735001,37.714363,122278800
2019-01-17,38.549999,39.415001,38.314999,38.965,37.938301,119284800
2019-01-18,39.375,39.470001,38.994999,39.205002,38.171974,135004000
2019-01-22,39.102501,39.182499,38.154999,38.325001,37.31517,121576000
2019-01-23,38.537498,38.785,37.924999,38.48,37.46608,92522400
2019-01-24,38.5275,38.619999,37.935001,38.174999,37.169121,101766000
2019-01-25,38.869999,39.532501,38.580002,39.439999,38.400784,134142000
2019-01-28,38.947498,39.0825,38.415001,39.075001,38.04541,104768400
2019-01-29,39.0625,39.532501,38.5275,38.669998,37.651077,166348800
2019-01-30,40.8125,41.537498,40.057499,41.3125,40.223942,244439200
2019-01-31,41.5275,42.25,41.139999,41.610001,40.513611,162958400
2019-02-01,41.740002,42.244999,41.482498,41.630001,40.533089,130672400
2019-02-04,41.852501,42.915001,41.82,42.8125,41.684422,125982000
2019-02-05,43.215,43.77,43.087502,43.544998,42.397625,144406400
2019-02-06,43.662498,43.892502,43.212502,43.560001,42.412231,112958400
2019-02-07,43.099998,43.485001,42.584999,42.735001,41.608967,126966800
2019-02-08,42.247501,42.665001,42.105,42.602501,41.65786,95280000
2019-02-11,42.762501,42.802502,42.3125,42.357498,41.418289,83973600
2019-02-12,42.525002,42.75,42.424999,42.7225,41.7752,89134000
2019-02-13,42.8475,43.119999,42.48,42.544998,41.601627,89960800
2019-02-14,42.427502,42.814999,42.345001,42.700001,41.753201,87342800
2019-02-15,42.8125,42.924999,42.4375,42.605,41.660297,98507200
2019-02-19,42.427502,42.860001,42.372501,42.732498,41.784973,75891200
2019-02-20,42.797501,43.330002,42.747501,43.0075,42.053879,104457600
2019-02-21,42.950001,43.092499,42.575001,42.764999,41.816753,68998800
2019-02-22,42.895,43.25,42.845001,43.2425,42.283672,75652800
2019-02-25,43.540001,43.967499,43.487499,43.557499,42.591686,87493600
2019-02-26,43.427502,43.825001,43.2925,43.5825,42.616127,68280800
2019-02-27,43.302502,43.75,43.182499,43.717499,42.748135,111341600
2019-02-28,43.580002,43.727501,43.23,43.287498,42.327675,112861600
2019-03-01,43.57,43.787498,43.2225,43.7425,42.772587,103544800
2019-03-04,43.922501,44.4375,43.4925,43.962502,42.987701,109744800
2019-03-05,43.985001,44,43.634998,43.8825,42.909473,78949600
2019-03-06,43.6675,43.872501,43.485001,43.630001,42.662579,83241600
2019-03-07,43.467499,43.610001,43.005001,43.125,42.168774,99185600
2019-03-08,42.580002,43.267502,42.375,43.227501,42.269001,95997600
2019-03-11,43.872501,44.779999,43.837502,44.724998,43.733299,128044000
2019-03-12,45,45.6675,44.842499,45.227501,44.224655,129870400
2019-03-13,45.5625,45.825001,45.23,45.427502,44.420219,124130000
2019-03-14,45.974998,46.025002,45.639999,45.932499,44.914021,94318000
2019-03-15,46.212502,46.8325,45.935001,46.529999,45.498264,156171600
2019-03-18,46.450001,47.0975,46.447498,47.005001,45.962746,104879200
2019-03-19,47.087502,47.247501,46.48,46.6325,45.598503,126585600
2019-03-20,46.557499,47.372501,46.182499,47.040001,45.996967,124140800
2019-03-21,47.505001,49.0825,47.452499,48.772499,47.691051,204136800
2019-03-22,48.834999,49.422501,47.695,47.762501,46.703445,169630800
2019-03-25,47.877499,47.994999,46.650002,47.185001,46.138744,175381200
2019-03-26,47.915001,48.220001,46.145,46.697498,45.66206,199202000
2019-03-27,47.1875,47.439999,46.637501,47.1175,46.07275,119393600
2019-03-28,47.237499,47.389999,46.8825,47.18,46.133858,83121600
2019-03-29,47.4575,47.52,47.134998,47.487499,46.434544,94256000
2019-04-01,47.91,47.919998,47.095001,47.810001,46.749901,111448000
2019-04-02,47.772499,48.615002,47.762501,48.505001,47.429478,91062800
2019-04-03,48.3125,49.125,48.287498,48.837502,47.754612,93087200
2019-04-04,48.697498,49.092499,48.285,48.922501,47.837719,76457200
2019-04-05,49.112499,49.275002,48.982498,49.25,48.157959,74106400
2019-04-08,49.105,50.057499,49.084999,50.025002,48.915783,103526800
2019-04-09,50.080002,50.712502,49.807499,49.875,48.769104,143072800
2019-04-10,49.669998,50.185001,49.544998,50.154999,49.042889,86781200
2019-04-11,50.212502,50.25,49.610001,49.737499,48.634655,83603200
2019-04-12,49.799999,50.035,49.052502,49.717499,48.615089,111042800
2019-04-15,49.645,49.962502,49.502499,49.807499,48.703094,70146400
2019-04-16,49.865002,50.342499,49.639999,49.8125,48.707989,102785600
2019-04-17,49.884998,50.845001,49.6525,50.782501,49.656483,115627200
2019-04-18,50.779999,51.037498,50.630001,50.965,49.834938,96783200
2019-04-22,50.7075,51.235001,50.584999,51.1325,49.998718,77758000
2019-04-23,51.107498,51.9375,50.974998,51.869999,50.719872,93292000
2019-04-24,51.84,52.119999,51.762501,51.790001,50.641644,70162400
2019-04-25,51.7075,51.939999,51.279999,51.32,50.182068,74172800
2019-04-26,51.224998,51.25,50.529999,51.075001,49.942493,74596400
2019-04-29,51.099998,51.4925,50.965,51.1525,50.018276,88818800
2019-04-30,50.764999,50.849998,49.7775,50.1675,49.055115,186139600
2019-05-01,52.470001,53.827499,52.307499,52.630001,51.463013,259309200
2019-05-02,52.459999,53.162498,52.032501,52.287498,51.128105,127985200
2019-05-03,52.7225,52.959999,52.557499,52.9375,51.763695,83569600
2019-05-06,51.072498,52.209999,50.875,52.119999,50.964329,129772400
2019-05-07,51.470001,51.855,50.2075,50.715,49.590477,155054800
2019-05-08,50.474998,51.334999,50.4375,50.724998,49.60025,105358000
2019-05-09,50.099998,50.419998,49.165001,50.18,49.067337,139634400
2019-05-10,49.355,49.712502,48.192501,49.294998,48.387592,164834800
2019-05-13,46.927502,47.369999,45.712502,46.43,45.575329,229722400
2019-05-14,46.602501,47.424999,46.352501,47.165001,46.296795,146118800
2019-05-15,46.567501,47.9375,46.505001,47.73,46.851391,106178800
2019-05-16,47.477501,48.1175,47.209999,47.52,46.645256,132125600
2019-05-17,46.732498,47.724998,46.689999,47.25,46.38023,131516400
2019-05-20,45.880001,46.087502,45.07,45.772499,44.929932,154449200
2019-05-21,46.305,47,46.174999,46.650002,45.791275,113459200
2019-05-22,46.165001,46.427502,45.637501,45.695,44.853859,118994400
2019-05-23,44.950001,45.134998,44.452499,44.915001,44.088215,146118800
2019-05-24,45.049999,45.535,44.654999,44.7425,43.918888,94858800
2019-05-28,44.73,45.147499,44.477501,44.557499,43.737293,111792800
2019-05-29,44.105,44.837502,44,44.345001,43.528706,113924800
2019-05-30,44.487499,44.807499,44.1675,44.575001,43.754475,84873600
2019-05-31,44.057499,44.497501,43.747501,43.767502,42.961842,108174400
2019-06-03,43.900002,44.48,42.567501,43.325001,42.527481,161584400
2019-06-04,43.860001,44.9575,43.630001,44.91,44.083302,123872000
2019-06-05,46.07,46.247501,45.285,45.634998,44.794956,119093600
2019-06-06,45.77,46.3675,45.537498,46.305,45.452625,90105200
2019-06-07,46.627499,47.98,46.442501,47.537498,46.662441,122737600
2019-06-10,47.952499,48.842499,47.904999,48.145,47.258759,104883600
2019-06-11,48.715,49,48.400002,48.702499,47.805996,107731600
2019-06-12,48.487499,48.9925,48.3475,48.547501,47.653847,73012800
2019-06-13,48.674999,49.197498,48.400002,48.537498,47.644032,86698400
2019-06-14,47.887501,48.397499,47.575001,48.185001,47.298027,75046000
2019-06-17,48.224998,48.740002,48.0425,48.4725,47.580223,58676400
2019-06-18,49.012501,50.072498,48.802502,49.612499,48.699249,106204000
2019-06-19,49.919998,49.970001,49.327499,49.467499,48.556911,84496800
2019-06-20,50.092499,50.1525,49.5075,49.865002,48.947098,86056000
2019-06-21,49.700001,50.212502,49.537498,49.695,48.780224,191202400
2019-06-24,49.634998,50.040001,49.5425,49.645,48.731144,72881600
2019-06-25,49.607498,49.814999,48.822498,48.892502,47.9925,84281200
2019-06-26,49.442501,50.247501,49.337502,49.950001,49.030533,104270000
2019-06-27,50.072498,50.392502,49.892502,49.935001,49.015808,83598800
2019-06-28,49.669998,49.875,49.262501,49.48,48.56918,124442400
2019-07-01,50.7925,51.122501,50.162498,50.387501,49.459972,109012000
2019-07-02,50.352501,50.782501,50.34,50.682499,49.749546,67740800
2019-07-03,50.82,51.110001,50.672501,51.102501,50.161819,45448000
2019-07-05,50.837502,51.27,50.724998,51.057499,50.117641,69062000
2019-07-08,50.202499,50.349998,49.602501,50.005001,49.084515,101354400
2019-07-09,49.799999,50.377499,49.702499,50.310001,49.383907,82312000
2019-07-10,50.462502,50.932499,50.389999,50.807499,49.872242,71588400
2019-07-11,50.827499,51.0975,50.427502,50.4375,49.509064,80767200
2019-07-12,50.612499,51,50.549999,50.825001,49.889423,70380800
2019-07-15,51.022499,51.467499,51,51.302502,50.358139,67789600
2019-07-16,51.147499,51.5275,50.875,51.125,50.183903,67467200
2019-07-17,51.012501,51.272499,50.817501,50.837502,49.901699,56430000
2019-07-18,51,51.470001,50.924999,51.415001,50.468563,74162400
2019-07-19,51.447498,51.625,50.59,50.647499,49.715195,83717200
2019-07-22,50.912498,51.807499,50.9025,51.805,50.851383,89111600
2019-07-23,52.115002,52.227501,51.822498,52.209999,51.248924,73420800
2019-07-24,51.9175,52.287498,51.7925,52.1675,51.207211,59966400
2019-07-25,52.2225,52.310001,51.682499,51.755001,50.802307,55638400
2019-07-26,51.869999,52.432499,51.785,51.935001,50.978992,70475600
2019-07-29,52.115002,52.66,52.110001,52.419998,51.455059,86693600
